Presynaptic Neuron Type,Postsynaptic Neuron Type,gsyn_max,tau_d,tau_r,tau_f,Uinc
 CA3 Trilaminar,CA3 O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Interneuron Specific Oriens,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Radiatum Giant,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Back-Projection,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Horizontal Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 R-P Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Trilayer Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Hippocampo-subicular Projecting ENK+,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 LMR,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 O-LMR,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Recurrent O-LMR,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Interneuron Specific O-R,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 O-RP,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Oriens-Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Oriens-QuadA Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 OR-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 O-RPO,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Interneuron Specific R-O,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 R-Receiving Apical-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 R-RO,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 R-RP,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Interneuron Specific RO-O,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Interneuron Specific RO-R,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 RO-RP,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 RP-RPO,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Schaffer Collateral-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Schaffer Collateral-Correlated,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Schaffer Collateral-Receiving R-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 SO-SO Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,Sub Wide-arbor Polymorphic,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,Sub Recurrent Polymorphic-Moleculare,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Mossy,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG HICAP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Hilus-Associated Interneuron,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG HIPP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Recurrent HIPP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Recurrent HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG HIPROM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Ivy,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Bilayer Ivy,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Lucidum,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Spiny Lucidum,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 O-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Interneuron Specific Oriens,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA3 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Radiatum Giant,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Back-Projection,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Horizontal Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 R-P Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Trilayer Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Hippocampo-subicular Projecting ENK+,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Ivy,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 LMR,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 O-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 O-LMR,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Recurrent O-LMR,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Interneuron Specific O-R,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 O-RP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Oriens-Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Oriens-QuadA Projecting,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 OR-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 O-RPO,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Quadrilaminar,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Interneuron Specific R-O,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 R-Receiving Apical-Targeting,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 R-RO,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 R-RP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Interneuron Specific RO-O,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Interneuron Specific RO-R,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 RO-RP,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 RP-RPO,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Schaffer Collateral-Associated,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Schaffer Collateral-Correlated,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Schaffer Collateral-Receiving R-Targeting,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 SO-SO Projecting,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LI-II Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LI-II Pyramidal-Fan,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LII Oblique Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LII Stellate,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LII-III Pyramidal-Multiform,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LII-III Pyramidal-Tripolar,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LIII Small Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,LEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LIII Bipolar Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LIII Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LIII Stellate,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LIII-V Bipolar Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LIV-V Pyramidal-Horizontal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LV Principal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LV Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LV Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LI-II Polar Interneuron,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LII Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LII Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LII Basket-Neurogliaform,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LIII Bipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,LEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LIII Superficial Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LII-III Superficial Polymorphic Interneuron,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,EC LIII Pyramidal-Looking Interneuron,1.58,6.12,556.15,28.22,0.2
 CA2 Pyramidal,MEC LIII Superficial Trilayered Interneuron,1.58,6.12,556.15,28.22,0.2
 CA2 Basket,CA2 Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Basket,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Basket,CA2 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Basket,CA2 SP-SR,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Bilayer Ivy,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA2 Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA2 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA2 SP-SR,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Radiatum Giant,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Horizontal Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 R-P Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Trilayer Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Ivy,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 OR-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Interneuron Specific R-O,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Interneuron Specific RO-O,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Interneuron Specific RO-R,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Schaffer Collateral-Receiving R-Targeting,1.58,6.12,556.15,28.22,0.2
 CA2 Wide-Arbor Basket,CA1 Radial Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA2 Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA2 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA2 SP-SR,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Radiatum Giant,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Back-Projection,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Horizontal Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 R-P Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Trilayer Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Vertical Basket,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Trilayer Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 RO-receiving CA3-targeting,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Hippocampo-subicular Projecting ENK+,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Ivy,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Interneuron Specific LMO-O,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 LMR,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 LMR-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Interneuron Specific LMR-O,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 LMR-R,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Interneuron Specific LMR-R,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 LMR Projecting,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 O-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 O-LMR,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Recurrent O-LMR,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Interneuron Specific O-R,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 O-RP,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Interneuron Specific O-Targeting QuadD,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Oriens/Alveus,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Oriens-Bistratified,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Oriens-QuadA Projecting,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 OR-LM,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 O-RPO,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 Perforant Path-Associated QuadD,1.58,6.12,556.15,28.22,0.2
 CA2 Bistratified,CA1 QuadD-RP,1.58,6.12,556.15,28.22,0.2
